,0,1
0,0.602869669990141,35439.60109272677
1,0.604205359763397,17119.598480822817
2,0.6098354894145991,44741.32273770299
3,0.6123450742430777,25562.612819000915
4,0.6165680872932281,11882.157785878577
5,0.6202759189651972,40591.70902998909
6,0.6236088239882649,37414.174898691075
7,0.6275441594691871,18860.629341352233
8,0.6300052945148646,4293.756863208476
9,0.6358216487114897,19614.601974722966
10,0.6370593973488825,6616.552635128974
11,0.6425040853879906,26259.0564885416
12,0.6431490363046655,2474.5914392751715
13,0.649636545115536,23452.821516731303
14,0.6504269081076667,3100.3626787692356
15,0.656448280634753,4070.792561358701
16,0.6572031505748741,19528.955263326105
17,0.6636746570908811,1836.0790223637512
18,0.6640325945645422,12401.352275937743
19,0.6704412686504493,12888.416933549748
20,0.6715351283124686,9979.775068638279
21,0.6765317696093436,1500.9636962359614
22,0.679521696516826,40202.77130722583
23,0.684169207486354,2179.7689328800097
24,0.6857710535963705,16985.557579449243
25,0.6894336726645752,1274.2864457456021
26,0.6924026410523503,15090.672075209217
27,0.6954803077983496,1219.1715850339117
28,0.6994177330050947,8118.996058659237
