,0,1
0,0.6028776992268081,24810.242649613734
1,0.6042082624619936,16752.859689500176
2,0.6098365500822884,37582.62993937366
3,0.6123448472999,24927.844659624
4,0.6165678517611348,12320.010114501729
5,0.6202760075947323,40323.17733311261
6,0.62360888571013,37612.10582535577
7,0.6275441792503124,18940.929510528233
8,0.6300054599579876,4300.051116267266
9,0.6358216974313378,19674.61506907551
10,0.637059452627297,6618.090372232845
11,0.6425040428160469,26234.456982068965
12,0.6431489385080967,2474.8517471909236
13,0.6496365338190015,23458.423149604212
14,0.6504268966622979,3098.2311878759683
15,0.6564483275360754,4071.9349143057198
16,0.6572031532261534,19581.002530715843
17,0.6636749877552786,1838.387810267185
18,0.664032528623501,12355.367525320318
19,0.6704412787369252,12839.055117922157
20,0.6715350690431947,10010.919666275153
21,0.6765320667760981,1505.6251812034402
22,0.679521689356789,39716.03909595968
23,0.6841697664855559,2181.697648116812
24,0.6857705759452775,16956.63284828604
25,0.6894338719557777,1283.5803674736833
26,0.6924026889219477,14385.970004332263
27,0.6954749890219339,1214.2960069781423
28,0.6994155548590076,7593.8576839643665
