,normalized_frequency,wavelength,transmittance
0,0.19999999999999998,2000.0000000000002,2.4833834330225586
1,0.2004008016032064,1996.0000000000002,2.185421845841349
2,0.2008016032064128,1992.0159680638726,1.6620502397752988
3,0.20120240480961923,1988.0478087649403,1.0523156018119733
4,0.20160320641282564,1984.0954274353878,0.5151809322156964
5,0.20200400801603205,1980.1587301587304,0.1847941874939826
6,0.20240480961923846,1976.2376237623764,0.13467175677533846
7,0.20280561122244486,1972.332015810277,0.36033863043134295
8,0.20320641282565127,1968.441814595661,0.784218614678044
9,0.2036072144288577,1964.5669291338584,1.2801167406097134
10,0.20400801603206412,1960.7072691552064,1.7093651487987989
11,0.20440881763527052,1956.8627450980393,1.9580287787377617
12,0.20480961923847693,1953.0332681017615,1.965054310323184
13,0.20521042084168334,1949.2187500000002,1.7345053286630008
14,0.20561122244488977,1945.4191033138402,1.3299035980437233
15,0.20601202404809618,1941.6342412451363,0.8536782141813508
16,0.2064128256513026,1937.864077669903,0.41841850094974065
17,0.206813627254509,1934.1085271317831,0.11814845251668644
18,0.2072144288577154,1930.3675048355901,0.007006329123999669
19,0.20761523046092184,1926.6409266409266,0.09000551582589492
20,0.20801603206412825,1922.9287090558767,0.32690681807473987
21,0.20841683366733466,1919.2307692307693,0.64672682558647
22,0.20881763527054106,1915.5470249520156,0.9679588411101708
23,0.20921843687374747,1911.8773946360157,1.2187215284327202
24,0.2096192384769539,1908.2217973231357,1.3518185753185465
25,0.21002004008016031,1904.5801526717557,1.3516862118835318
26,0.21042084168336672,1900.952380952381,1.2327309232069288
27,0.21082164328657313,1897.3384030418254,1.030858725871739
28,0.21122244488977954,1893.7381404174575,0.7914698701072318
29,0.21162324649298594,1890.1515151515155,0.557552666532451
30,0.21202404809619238,1886.578449905482,0.3608298736967491
31,0.2124248496993988,1883.0188679245284,0.21755154195538243
32,0.2128256513026052,1879.4726930320153,0.12898821000703894
33,0.2132264529058116,1875.9398496240603,0.08542361875628798
34,0.213627254509018,1872.4202626641654,0.07177588272613052
35,0.21402805611222445,1868.9138576779026,0.07296405409632661
36,0.21442885771543085,1865.4205607476636,0.07765207063308396
37,0.21482965931863726,1861.9402985074628,0.07978676104879925
38,0.21523046092184367,1858.4729981378027,0.07811794938361015
39,0.21563126252505008,1855.018587360595,0.07442630632590033
40,0.21603206412825648,1851.5769944341375,0.07138227030681321
41,0.21643286573146292,1848.1481481481483,0.07083313940702987
42,0.21683366733466933,1844.7319778188541,0.07297425716946902
43,0.21723446893787574,1841.328413284133,0.0764552172371667
44,0.21763527054108214,1837.9373848987111,0.07914310041032885
45,0.21803607214428855,1834.558823529412,0.07910042703346293
46,0.218436873747495,1831.1926605504586,0.0753552864118228
47,0.2188376753507014,1827.838827838828,0.06820199501501299
48,0.2192384769539078,1824.4972577696528,0.05899170964888687
49,0.2196392785571142,1821.167883211679,0.04956725246665128
50,0.22004008016032062,1817.850637522769,0.04160210860351732
51,0.22044088176352705,1814.5454545454545,0.036097838229664274
52,0.22084168336673346,1811.2522686025409,0.0331966035711421
53,0.22124248496993987,1807.9710144927537,0.03232494712594438
54,0.22164328657314628,1804.7016274864377,0.03255863519807992
55,0.22204408817635268,1801.4440433213,0.03303108740451758
56,0.22244488977955912,1798.1981981981983,0.03321775441952502
57,0.22284569138276553,1794.9640287769785,0.03300371563303776
58,0.22324649298597193,1791.741472172352,0.03254675226935288
59,0.22364729458917834,1788.5304659498208,0.03203979435039768
60,0.22404809619238475,1785.3309481216459,0.031519334743115066
61,0.22444889779559118,1782.142857142857,0.03084470054200945
62,0.2248496993987976,1778.9661319073084,0.029896259845381575
63,0.225250501002004,1775.8007117437724,0.028938509550895265
64,0.2256513026052104,1772.6465364120781,0.029005684741457795
65,0.22605210420841682,1769.5035460992908,0.032127590047181936
66,0.22645290581162322,1766.3716814159293,0.04123970086679544
67,0.22685370741482963,1763.2508833922263,0.059709396677999925
68,0.22725450901803607,1760.141093474427,0.09053345750825506
69,0.22765531062124247,1757.042253521127,0.13538193290747075
70,0.22805611222444888,1753.9543057996486,0.19374111023856688
71,0.2284569138276553,1750.8771929824563,0.26241646761631
72,0.2288577154308617,1747.810858143608,0.3355884548179929
73,0.22925851703406813,1744.7552447552448,0.40548540506625247
74,0.22965931863727454,1741.7102966841187,0.4635824182669522
75,0.23006012024048095,1738.6759581881533,0.5020944974879694
76,0.23046092184368736,1735.6521739130437,0.5154448904215305
77,0.23086172344689376,1732.6388888888891,0.5013797833683604
78,0.2312625250501002,1729.636048526863,0.4614720120860449
79,0.2316633266533066,1726.643598615917,0.40089178433574973
80,0.232064128256513,1723.6614853195165,0.3274876677657794
81,0.23246492985971942,1720.689655172414,0.2503751971569544
82,0.23286573146292583,1717.7280550774528,0.1783359610516856
83,0.23326653306613226,1714.7766323024055,0.11836271128875457
84,0.23366733466933867,1711.8353344768439,0.07464060770686233
85,0.23406813627254508,1708.9041095890411,0.04814532168304274
86,0.2344689378757515,1705.982905982906,0.03689441192994385
87,0.2348697394789579,1703.071672354949,0.03674494345428971
88,0.23527054108216433,1700.1703577512776,0.042521006804185885
89,0.23567134268537074,1697.2789115646258,0.04920240180924254
90,0.23607214428857715,1694.3972835314091,0.05291789831432959
91,0.23647294589178355,1691.5254237288136,0.05155502198500573
92,0.23687374749498996,1688.663282571912,0.04490255719630889
93,0.2372745490981964,1685.8108108108108,0.0343546672225238
94,0.23767535070140278,1682.9679595278249,0.022299911643069922
95,0.2380761523046092,1680.1346801346801,0.011374477394705717
96,0.23847695390781562,1677.310924369748,0.0037675786787329866
