,normalized_frequency,wavelength,transmittance
0,0.30436,1544.223945327901,0.002981174022152391
1,0.30438004008016034,1544.1222751538592,0.003924635782731782
2,0.30440008016032066,1544.0206183666626,0.00545219175345812
3,0.304420120240481,1543.918974963668,0.008181646151699742
4,0.3044401603206413,1543.8173449422322,0.013825752397874508
5,0.30446020040080163,1543.7157282997127,0.028717144547320925
6,0.30448024048096195,1543.614125033468,0.09384758333630472
7,0.30450028056112227,1543.512535140857,2.0819492419821963
8,0.3045203206412826,1543.410958619239,0.22038367123322436
9,0.3045403607214429,1543.3093954659748,0.0442309999630413
10,0.30456040080160324,1543.2078456784257,0.018503168087396275
11,0.30458044088176356,1543.106309253953,0.01021776602968091
12,0.3046004809619239,1543.0047861899195,0.006539243274425098
13,0.3046205210420842,1542.9032764836882,0.0045864470414742516
14,0.3046405611222445,1542.801780132623,0.003422765230569835
15,0.30466060120240485,1542.7002971340885,0.0026701112145611247
16,0.30468064128256517,1542.5988274854499,0.002152234520937277
17,0.3047006813627255,1542.4973711840732,0.0017780593713312021
18,0.3047207214428858,1542.395928227325,0.0014967411856529982
19,0.30474076152304613,1542.2944986125726,0.0012781430091935535
20,0.30476080160320645,1542.193082337184,0.0011035335113698322
21,0.3047808416833668,1542.0916793985282,0.0009608165450648299
22,0.3048008817635271,1541.9902897939742,0.0008419327625772426
23,0.3048209218436874,1541.8889135208922,0.0007413711650977462
24,0.30484096192384774,1541.787550576653,0.0006552790783928678
25,0.304861002004008,1541.6862009586287,0.0005809098751637407
26,0.30488104208416833,1541.5848646641905,0.0005162690400179024
27,0.30490108216432865,1541.4835416907117,0.00045988086956827884
28,0.304921122244489,1541.3822320355657,0.00041063089717210044
29,0.3049411623246493,1541.280935696127,0.00036765724716961065
30,0.3049612024048096,1541.1796526697703,0.00033027447151515497
31,0.30498124248496994,1541.0783829538714,0.000297919510479738
32,0.30500128256513026,1540.9771265458064,0.0002701130965200205
33,0.3050213226452906,1540.8758834429525,0.0002464321930704683
34,0.3050413627254509,1540.7746536426873,0.00022649049311475076
35,0.3050614028056112,1540.6734371423895,0.00020992492208765854
36,0.30508144288577155,1540.5722339394376,0.00019638668897436565
37,0.30510148296593187,1540.4710440312117,0.0001855358253021578
38,0.3051215230460922,1540.3698674150921,0.00017703841639848212
39,0.3051415631262525,1540.26870408846,0.000170565908474406
40,0.30516160320641283,1540.1675540486974,0.0001657959981410704
41,0.30518164328657316,1540.0664172931865,0.00016241469707969092
42,0.3052016833667335,1539.9652938193108,0.00016011922650600394
43,0.3052217234468938,1539.864183624454,0.0001586214423619227
44,0.3052417635270541,1539.7630867060006,0.00015765152863651523
45,0.30526180360721444,1539.6620030613362,0.00015696172681032097
46,0.30528184368737477,1539.5609326878464,0.00015632989679878015
47,0.3053018837675351,1539.459875582918,0.00015556273071189793
48,0.3053219238476954,1539.358831743938,0.00015449846637099844
49,0.30534196392785573,1539.2578011682947,0.00015300897348211412
50,0.30536200400801605,1539.156783853377,0.00015100111195825186
51,0.3053820440881764,1539.055779796574,0.0001484172891440901
52,0.3054020841683367,1538.9547889952755,0.00014523517046087568
53,0.305422124248497,1538.853811446873,0.0001414665259400196
54,0.30544216432865734,1538.7528471487572,0.0001371552228263323
55,0.30546220440881766,1538.6518960983203,0.00013237440140572852
56,0.305482244488978,1538.5509582929556,0.00012722289690342094
57,0.3055022845691383,1538.450033730056,0.0001218209941440404
58,0.3055223246492986,1538.349122407016,0.0001163056231090231
59,0.30554236472945895,1538.2482243212305,0.00011082512204163187
60,0.30556240480961927,1538.147339470095,0.0001055337098558162
61,0.3055824448897796,1538.0464678510054,0.00010058582088901106
62,0.3056024849699399,1537.9456094613588,9.613046216881757e-05
63,0.30562252505010024,1537.844764298553,9.23057561001306e-05
64,0.30564256513026056,1537.743932359986,8.923382968991312e-05
65,0.3056626052104209,1537.6431136430567,8.70162050875429e-05
66,0.3056826452905812,1537.5423081451652,8.572983542310483e-05
67,0.3057026853707415,1537.4415158637112,8.542391488221305e-05
68,0.30572272545090184,1537.340736796096,8.611757298789811e-05
69,0.30574276553106217,1537.2399709397212,8.779854059948032e-05
70,0.3057628056112225,1537.1392182919892,9.042284971744792e-05
71,0.3057828456913828,1537.0384788503031,9.391560142422304e-05
72,0.30580288577154313,1536.9377526120666,9.817280688965128e-05
73,0.30582292585170345,1536.837039574684,0.0001030642760835673
74,0.3058429659318638,1536.7363397355603,0.00010843749846222465
75,0.3058630060120241,1536.6356530921014,0.00011412243024958406
76,0.30588304609218436,1536.534979641714,0.0001199370748365032
77,0.3059030861723447,1536.434319381805,0.00012569371707069388
78,0.305923126252505,1536.3336723097816,0.00013120564956379778
79,0.30594316633266533,1536.2330384230531,0.00013629421029623121
80,0.30596320641282565,1536.1324177190284,0.00014079593636919581
81,0.30598324649298597,1536.0318101951173,0.00014456962925371556
82,0.3060032865731463,1535.9312158487303,0.00014750312272215408
83,0.3060233266533066,1535.8306346772783,0.00014951954609557244
84,0.30604336673346694,1535.730066678174,0.00015058288264329015
85,0.30606340681362726,1535.629511848829,0.00015070263593201593
86,0.3060834468937876,1535.528970186657,0.00014993743550077712
87,0.3061034869739479,1535.428441689072,0.00014839743715630734
88,0.3061235270541082,1535.3279263534885,0.00014624540203090572
89,0.30614356713426855,1535.2274241773216,0.00014369637179061524
90,0.30616360721442887,1535.1269351579872,0.00014101589439267852
91,0.3061836472945892,1535.026459292902,0.00013851679485481103
92,0.3062036873747495,1534.9259965794836,0.00013655452784954242
93,0.30622372745490983,1534.8255470151494,0.00013552119279441386
