1.999999999999999833e-01,2.925020054417480915e-05,2.573879504458269617e-05
2.004008016032063910e-01,3.188798078719851505e-05,1.505989415718899115e-05
2.008016032064127987e-01,3.475220477023894129e-05,1.877483627981200496e-05
2.012024048096192341e-01,3.786054991175680337e-05,3.767656957511323951e-05
2.016032064128256418e-01,4.123185665007255936e-05,6.886628944088522798e-05
2.020040080160320495e-01,4.488621893469487372e-05,1.062134347258042178e-04
2.024048096192384572e-01,4.884509032618976245e-05,1.416456411360463019e-04
2.028056112224448648e-01,5.313140678660363200e-05,1.669953013324647546e-04
2.032064128256513003e-01,5.776972676249923663e-05,1.759778579966916109e-04
2.036072144288577079e-01,6.278638863260694930e-05,1.658250148020153861e-04
2.040080160320641156e-01,6.820968502287904852e-05,1.381601646479627089e-04
2.044088176352705233e-01,7.407005289572358205e-05,9.887125628543495435e-05
2.048096192384769310e-01,8.040027770389530969e-05,5.696959548100850678e-05
2.052104208416833386e-01,8.723570928043835183e-05,2.266619201621713835e-05
2.056112224448897741e-01,9.461448653746069610e-05,5.091120130690406621e-06
2.060120240480961817e-01,1.025777675082332688e-04,1.017774803957125709e-05
2.064128256513025894e-01,1.111699608413869425e-04,3.920725827315514720e-05
2.068136272545089971e-01,1.204389546078099560e-04,8.836369549552161487e-05
2.072144288577154048e-01,1.304363382762812500e-04,1.494188691010501992e-04
2.076152304609218402e-01,1.412176140140813463e-04,2.114042554522272939e-04
2.080160320641282479e-01,1.528423941140956725e-04,2.628965017827886988e-04
2.084168336673346555e-01,1.653745823517816578e-04,2.944002177837852009e-04
2.088176352705410632e-01,1.788825384102648848e-04,3.002914620376011061e-04
2.092184368737474709e-01,1.934392261156310500e-04,2.798926372790899145e-04
2.096192384769539063e-01,2.091223480040950856e-04,2.374577050729220035e-04
2.100200400801603140e-01,2.260144705788682932e-04,1.811039517365513622e-04
2.104208416833667217e-01,2.442031463816940039e-04,1.209693345380425316e-04
2.108216432865731294e-01,2.637810405818727562e-04,6.704354149615084470e-05
2.112224448897795370e-01,2.848460710693240402e-04,2.717676394511697648e-05
2.116232464929859725e-01,3.075015719557510534e-04,5.702713844769720310e-06
2.120240480961923801e-01,3.318564908837495038e-04,2.942892219791354573e-06
2.124248496993987878e-01,3.580256305960833143e-04,1.563382691990680050e-05
2.128256513026051955e-01,3.861299448112452204e-04,3.809657076740293439e-05
2.132264529058116032e-01,4.162968975803901404e-04,6.380366015860466043e-05
2.136272545090180108e-01,4.486608939579080557e-04,8.693118918172121725e-05
2.140280561122244463e-01,4.833637879910612366e-04,1.035244351245551549e-04
2.144288577154308539e-01,5.205554717180182903e-04,1.120378755264130586e-04
2.148296593186372616e-01,5.603945460676138446e-04,1.131946299594174224e-04
2.152304609218436693e-01,6.030490713185887629e-04,1.092945748328327289e-04
2.156312625250500770e-01,6.486973911969854496e-04,1.032350069621235420e-04
2.160320641282565124e-01,6.975290209152828613e-04,9.755863215457430957e-05
2.164328657314629201e-01,7.497455857056306008e-04,9.380119310291559396e-05
2.168336673346693277e-01,8.055617929383754360e-04,9.229237047336426986e-05
2.172344689378757354e-01,8.652064180441686007e-04,9.240738316529052341e-05
2.176352705410821431e-01,9.289232824718984208e-04,9.312177624009464097e-05
2.180360721442885508e-01,9.969722010699315871e-04,9.363261636215200532e-05
2.184368737474949862e-01,1.069629876761826011e-03,9.380233345867559664e-05
2.188376753507013939e-01,1.147190722284046564e-03,9.425738488989050985e-05
2.192384769539078015e-01,1.229967592037637661e-03,9.610701961428253556e-05
2.196392785571142092e-01,1.318292411648675855e-03,1.003932821770418094e-04
2.200400801603206169e-01,1.412516698414745036e-03,1.074926705680457999e-04
2.204408817635270523e-01,1.513011972163140874e-03,1.167238393796291577e-04
2.208416833667334600e-01,1.620170062857517355e-03,1.263590781390216077e-04
2.212424849699398677e-01,1.734403328264011706e-03,1.341039045131139039e-04
2.216432865731462754e-01,1.856144801841241952e-03,1.379391920402606283e-04
2.220440881763526830e-01,1.985848297487442359e-03,1.370690392899149342e-04
2.224448897795591185e-01,2.123988503607915183e-03,1.326388237665700664e-04
2.228456913827655261e-01,2.271061103896799150e-03,1.279166418069867879e-04
2.232464929859719338e-01,2.427582965969253114e-03,1.277712568691520816e-04
2.236472945891783415e-01,2.594092441219312487e-03,1.374987296748625279e-04
2.240480961923847492e-01,2.771149819669067090e-03,1.612866210648426345e-04
2.244488977955911846e-01,2.959337981782710070e-03,2.007840042968863270e-04
2.248496993987975923e-01,3.159263284965298148e-03,2.543005928300625480e-04
2.252505010020039999e-01,3.371556715571973582e-03,3.170519899079135041e-04
2.256513026052104076e-01,3.596875327738911342e-03,3.826082530794618400e-04
2.260521042084168153e-01,3.835903978410681783e-03,4.453457572487607525e-04
2.264529058116232507e-01,4.089357354054707488e-03,5.033413126658719573e-04
2.268537074148296584e-01,4.357982269395497057e-03,5.608905025269396352e-04
2.272545090180360661e-01,4.642560202929969272e-03,6.297714181087592017e-04
2.276553106212424737e-01,4.943910018972655189e-03,7.285582885357202998e-04
2.280561122244488814e-01,5.262890812497549378e-03,8.797017569599548809e-04
