1.999999999999999833e-01,2.925020054417480915e-05,2.712613711110002171e-05
2.004008016032063910e-01,3.188798078719851505e-05,5.394778141108092553e-05
2.008016032064127987e-01,3.475220477023894129e-05,8.450008499668312052e-05
2.012024048096192341e-01,3.786054991175680337e-05,1.097596928588012065e-04
2.016032064128256418e-01,4.123185665007255936e-05,1.218117277241992770e-04
2.020040080160320495e-01,4.488621893469487372e-05,1.164370537070802972e-04
2.024048096192384572e-01,4.884509032618976245e-05,9.465429276774303756e-05
2.028056112224448648e-01,5.313140678660363200e-05,6.268465054296605218e-05
2.032064128256513003e-01,5.776972676249923663e-05,3.029169785132511915e-05
2.036072144288577079e-01,6.278638863260694930e-05,7.959768606469976493e-06
2.040080160320641156e-01,6.820968502287904852e-05,3.749654190814261581e-06
2.044088176352705233e-01,7.407005289572358205e-05,2.078700187828557168e-05
2.048096192384769310e-01,8.040027770389530969e-05,5.615814379386562888e-05
2.052104208416833386e-01,8.723570928043835183e-05,1.015664723927244077e-04
2.056112224448897741e-01,9.461448653746069610e-05,1.455727989671812413e-04
2.060120240480961817e-01,1.025777675082332688e-04,1.767704197860676181e-04
2.064128256513025894e-01,1.111699608413869425e-04,1.869736808645868517e-04
2.068136272545089971e-01,1.204389546078099560e-04,1.735057763308216899e-04
2.072144288577154048e-01,1.304363382762812500e-04,1.399479653047561525e-04
2.076152304609218402e-01,1.412176140140813463e-04,9.516784468987740274e-05
2.080160320641282479e-01,1.528423941140956725e-04,5.093789593155002209e-05
2.084168336673346555e-01,1.653745823517816578e-04,1.884060651660992810e-05
2.088176352705410632e-01,1.788825384102648848e-04,7.325213037693191797e-06
2.092184368737474709e-01,1.934392261156310500e-04,1.969546989011347656e-05
2.096192384769539063e-01,2.091223480040950856e-04,5.350775090803470778e-05
2.100200400801603140e-01,2.260144705788682932e-04,1.014454982570230448e-04
2.104208416833667217e-01,2.442031463816940039e-04,1.533368431962303777e-04
2.108216432865731294e-01,2.637810405818727562e-04,1.987092656253799656e-04
2.112224448897795370e-01,2.848460710693240402e-04,2.291926103419814878e-04
2.116232464929859725e-01,3.075015719557510534e-04,2.401918185275200737e-04
2.120240480961923801e-01,3.318564908837495038e-04,2.315006567638011560e-04
2.124248496993987878e-01,3.580256305960833143e-04,2.068327354131810369e-04
2.128256513026051955e-01,3.861299448112452204e-04,1.725179526686562172e-04
2.132264529058116032e-01,4.162968975803901404e-04,1.357843497926399076e-04
2.136272545090180108e-01,4.486608939579080557e-04,1.030867257140822342e-04
2.140280561122244463e-01,4.833637879910612366e-04,7.886297229416619123e-05
2.144288577154308539e-01,5.205554717180182903e-04,6.493692081458318245e-05
2.148296593186372616e-01,5.603945460676138446e-04,6.059815292814468743e-05
2.152304609218436693e-01,6.030490713185887629e-04,6.322774504574314107e-05
2.156312625250500770e-01,6.486973911969854496e-04,6.923954207512964887e-05
2.160320641282565124e-01,6.975290209152828613e-04,7.507965858801691670e-05
2.164328657314629201e-01,7.497455857056306008e-04,7.806073063949596177e-05
2.168336673346693277e-01,8.055617929383754360e-04,7.687831994754810159e-05
2.172344689378757354e-01,8.652064180441686007e-04,7.174103445297518456e-05
2.176352705410821431e-01,9.289232824718984208e-04,6.412704056861556940e-05
2.180360721442885508e-01,9.969722010699315871e-04,5.624942844817512106e-05
2.184368737474949862e-01,1.069629876761826011e-03,5.036672040427284201e-05
2.188376753507013939e-01,1.147190722284046564e-03,4.810684477330431143e-05
2.192384769539078015e-01,1.229967592037637661e-03,4.997485432226406844e-05
2.196392785571142092e-01,1.318292411648675855e-03,5.517921635673583256e-05
2.200400801603206169e-01,1.412516698414745036e-03,6.183806149238853288e-05
2.204408817635270523e-01,1.513011972163140874e-03,6.752619051671705720e-05
2.208416833667334600e-01,1.620170062857517355e-03,7.001888806256321746e-05
2.212424849699398677e-01,1.734403328264011706e-03,6.801062032851400065e-05
2.216432865731462754e-01,1.856144801841241952e-03,6.156606780956114786e-05
2.220440881763526830e-01,1.985848297487442359e-03,5.211733342936353546e-05
2.224448897795591185e-01,2.123988503607915183e-03,4.195352754059746513e-05
2.228456913827655261e-01,2.271061103896799150e-03,3.332994086696403595e-05
2.232464929859719338e-01,2.427582965969253114e-03,2.750216378834182207e-05
2.236472945891783415e-01,2.594092441219312487e-03,2.410155664113616429e-05
2.240480961923847492e-01,2.771149819669067090e-03,2.125480152694675330e-05
2.244488977955911846e-01,2.959337981782710070e-03,1.668303935545635246e-05
2.248496993987975923e-01,3.159263284965298148e-03,9.712836118716075234e-06
2.252505010020039999e-01,3.371556715571973582e-03,3.761388092979344683e-06
2.256513026052104076e-01,3.596875327738911342e-03,8.532266541131384229e-06
2.260521042084168153e-01,3.835903978410681783e-03,4.099895907073580900e-05
2.264529058116232507e-01,4.089357354054707488e-03,1.243590115646123250e-04
2.268537074148296584e-01,4.357982269395497057e-03,2.845443586774484379e-04
2.272545090180360661e-01,4.642560202929969272e-03,5.445156213005888576e-04
2.276553106212424737e-01,4.943910018972655189e-03,9.173013835585116984e-04
2.280561122244488814e-01,5.262890812497549378e-03,1.399359610456220489e-03
2.284569138276553169e-01,5.600404802003923141e-03,1.966125891878734485e-03
2.288577154308617245e-01,5.957400187774528413e-03,2.571423642304060397e-03
2.292585170340681322e-01,6.334873888797331286e-03,3.151715079521319896e-03
2.296593186372745399e-01,6.733874071574994999e-03,3.635083736951103331e-03
2.300601202404809476e-01,7.155502388237524811e-03,3.953604405104815464e-03
