,normalized_frequency,wavelength,transmittance
0,0.3,1566.6666666666667,0.000450227790292961
1,0.30004008016032063,1566.457387122629,0.00047883187354003304
2,0.3000801603206413,1566.2481634833712,0.0005084497903168394
3,0.3001202404809619,1566.0389957264958,0.0005390836555776427
4,0.30016032064128256,1565.8298838296168,0.0005707324799085248
5,0.3002004008016032,1565.6208277703604,0.000603391402609389
6,0.30024048096192385,1565.411827526365,0.000637051350199386
7,0.3002805611222445,1565.2028830752802,0.000671699178444993
8,0.30032064128256514,1564.9939943947684,0.0007073182646985057
9,0.3003607214428858,1564.7851614625033,0.0007438894390318452
10,0.3004008016032064,1564.5763842561707,0.0007813920941735894
11,0.30044088176352707,1564.3676627534685,0.0008198053043643088
12,0.3004809619238477,1564.158996932106,0.0008591088106771012
13,0.3005210420841683,1563.9503867698054,0.000899283784434919
14,0.30056112224448894,1563.7418322442995,0.0009403133441739807
15,0.3006012024048096,1563.5333333333335,0.0009821828566352162
16,0.30064128256513023,1563.3248900146648,0.001024880083697521
17,0.3006813627254509,1563.1165022660625,0.0010683952376964163
18,0.3007214428857715,1562.9081700653073,0.001112720979720376
19,0.30076152304609216,1562.699893390192,0.0011578523504207783
20,0.3008016032064128,1562.491672218521,0.001203786577556103
21,0.30084168336673345,1562.283506528111,0.0012505226765273908
22,0.3008817635270541,1562.0753962967897,0.0012980607625875374
23,0.30092184368737473,1561.8673415023975,0.0013464010308840524
24,0.3009619238476954,1561.659342122786,0.001395542427239222
25,0.301002004008016,1561.4513981358189,0.0014454811136749605
26,0.30104208416833667,1561.2435095193716,0.0014962089076449511
27,0.3010821643286573,1561.0356762513313,0.0015477119220650623
28,0.30112224448897795,1560.8278983095968,0.0015999696391897416
29,0.3011623246492986,1560.6201756720789,0.0016529546095121715
30,0.30120240480961924,1560.4125083166998,0.0017066328830288439
31,0.3012424849699399,1560.2048962213944,0.0017609651706404913
32,0.3012825651302605,1559.997339364108,0.0018159086208937075
33,0.30132264529058117,1559.7898377227987,0.0018714190053462192
34,0.3013627254509018,1559.5823912754356,0.0019274530532266737
35,0.30140280561122246,1559.375,0.0019839706719107027
36,0.3014428857715431,1559.1676638744848,0.002040936831610737
37,0.30148296593186374,1558.9603828768943,0.00209832296751581
38,0.30152304609218433,1558.7531569852454,0.0021561078404647317
39,0.301563126252505,1558.5459861775653,0.0022142778766535984
40,0.3016032064128256,1558.3388704318938,0.0022728270606306813
41,0.30164328657314626,1558.1318097262824,0.0023317564752293
42,0.3016833667334669,1557.9248040387938,0.0023910735688831793
43,0.30172344689378755,1557.7178533475028,0.0024507911961316694
44,0.3017635270541082,1557.5109576304956,0.002510926437941757
45,0.30180360721442884,1557.30411686587,0.0025714991822326774
46,0.3018436873747495,1557.0973310317356,0.002632530444462435
47,0.3018837675350701,1556.8906001062135,0.0026940404375677155
48,0.30192384769539077,1556.6839240674367,0.0027560464543279098
49,0.3019639278557114,1556.4773028935492,0.0028185606893558843
50,0.30200400801603206,1556.2707365627075,0.0028815881839881607
51,0.3020440881763527,1556.0642250530786,0.00294512510771719
52,0.30208416833667334,1555.857768342842,0.0030091575826967825
53,0.302124248496994,1555.6513664101883,0.0030736612107540666
54,0.30216432865731463,1555.4450192333202,0.0031386013829427266
55,0.3022044088176353,1555.238726790451,0.003203934355896248
56,0.3022444889779559,1555.0324890598063,0.0032696089871055195
57,0.30228456913827656,1554.8263060196234,0.0033355689515431127
58,0.3023246492985972,1554.6201776481505,0.0034017552275396826
59,0.30236472945891785,1554.4141039236479,0.00346810864399729
60,0.3024048096192385,1554.208084824387,0.0035345723176694217
61,0.30244488977955913,1554.0021203286508,0.0036010938644844698
62,0.3024849699398798,1553.7962104147343,0.0036676273254472925
63,0.30252505010020037,1553.5903550609435,0.0037341347898358504
64,0.302565130260521,1553.3845542455956,0.003800587716492892
65,0.30260521042084165,1553.17880794702,0.0038669679468597683
66,0.3026452905811623,1552.9731161435573,0.003933268378373018
67,0.30268537074148294,1552.7674788135594,0.0039994932373626285
68,0.3027254509018036,1552.56189593539,0.00406565787182024
69,0.3027655310621242,1552.356367487424,0.00413178798854524
70,0.30280561122244487,1552.1508934480478,0.004197918291581516
71,0.3028456913827655,1551.9454737956592,0.0042640905362593086
72,0.30288577154308616,1551.7401085086676,0.004330351084323806
73,0.3029258517034068,1551.5347975654936,0.0043967481144858885
74,0.30296593186372744,1551.3295409445695,0.004463328692769897
75,0.3030060120240481,1551.1243386243386,0.004530135926024725
76,0.30304609218436873,1550.9191905832563,0.004597206405344645
77,0.3030861723446894,1550.7140967997884,0.004664568098307454
78,0.30312625250501,1550.509057252413,0.004732238781945744
79,0.30316633266533066,1550.3040719196192,0.0048002250385641414
80,0.3032064128256513,1550.0991407799074,0.004868521779918169
81,0.30324649298597195,1549.8942638117896,0.004937112233187775
82,0.3032865731462926,1549.6894409937888,0.005005968318199204
83,0.30332665330661324,1549.4846723044398,0.005075051364646028
84,0.3033667334669339,1549.2799577222881,0.005144313149093866
85,0.3034068136272545,1549.0752972258915,0.005213697259725696
86,0.30344689378757517,1548.8706907938185,0.005283140808903294
87,0.3034869739478958,1548.6661384046486,0.00535257650190185
88,0.3035270541082164,1548.4616400369737,0.005421935034611574
89,0.30356713426853704,1548.2571956693955,0.00549114774141586
90,0.3036072144288577,1548.0528052805282,0.005560149360242945
91,0.30364729458917833,1547.848468848997,0.005628880740061478
92,0.303687374749499,1547.6441863534383,0.005697291299252141
93,0.3037274549098196,1547.4399577724994,0.005765341057506794
94,0.30376753507014026,1547.2357830848398,0.005833002107282975
