,normalized_frequency,wavelength,transmittance
0,0.21,2238.095238095238,0.015666720150843996
1,0.2104008016032064,2233.831793504143,0.014180938656223033
2,0.2108016032064128,2229.5845612700828,0.013017173362916985
3,0.21120240480961924,2225.353449093842,0.011106520322552204
4,0.21160320641282565,2221.1383653755092,0.009293001399430083
5,0.21200400801603206,2216.939219207865,0.007616620652692062
6,0.21240480961923847,2212.7559203698465,0.006281389258241353
7,0.21280561122244487,2208.588379320087,0.005783377144053093
8,0.21320641282565128,2204.436507190526,0.005447616997999457
9,0.21360721442885772,2200.300215780092,0.005781559516889395
10,0.21400801603206412,2196.1794175484597,0.006009871201801867
11,0.21440881763527053,2192.07402560987,0.0067838480193015095
12,0.21480961923847694,2187.983953727027,0.007582222220322434
13,0.21521042084168335,2183.9091163050566,0.008761855491195979
14,0.21561122244488978,2179.8494283855375,0.009995389059124492
15,0.2160120240480962,2175.8048056405974,0.010791244434723238
16,0.2164128256513026,2171.7751643670713,0.011241024053544843
17,0.216813627254509,2167.7604214807284,0.010941830903828975
18,0.2172144288577154,2163.760494510564,0.010952360427966084
19,0.21761523046092185,2159.7753015931485,0.01084138892813256
20,0.21801603206412826,2155.804761467047,0.011000387899303504
21,0.21841683366733466,2151.8487934672908,0.01111653415396576
22,0.21881763527054107,2147.9073175199196,0.01110026262523267
23,0.21921843687374748,2143.9802541365757,0.011143593692672
24,0.21961923847695392,2140.0675244091613,0.010750595654868673
25,0.22002004008016032,2136.1690500045543,0.010345384463971668
26,0.22042084168336673,2132.284753159378,0.009451418200707709
27,0.22082164328657314,2128.4145566748343,0.00847257470496513
28,0.22122244488977955,2124.558383911586,0.0073862157453408565
29,0.22162324649298595,2120.7161587847004,0.006331934930172549
30,0.2220240480961924,2116.8878057586426,0.005560598295212127
31,0.2224248496993988,2113.073249842328,0.004860364841837554
32,0.2228256513026052,2109.272416584225,0.004499613443365038
33,0.2232264529058116,2105.485232067511,0.004204366340105874
34,0.22362725450901802,2101.7116229052785,0.004181630549962452
35,0.22402805611222446,2097.9515162357993,0.004257707416005375
36,0.22442885771543086,2094.204839717832,0.004421554773896828
37,0.22482965931863727,2090.4715215259826,0.0045993048724919374
38,0.22523046092184368,2086.7514903461165,0.004592375606707892
39,0.22563126252505009,2083.0446753708147,0.004550307693099657
40,0.2260320641282565,2079.3510062948844,0.004317373992349005
41,0.22643286573146293,2075.6704133109124,0.004118358573623775
42,0.22683366733466934,2072.0028271048677,0.0038548633471600776
43,0.22723446893787574,2068.3481788517506,0.003608264972843042
44,0.22763527054108215,2064.706400211286,0.0033994330639895475
45,0.22803607214428856,2061.0774233236666,0.003175542824083789
46,0.228436873747495,2057.4611808053337,0.0030552231087567078
47,0.2288376753507014,2053.8576057448113,0.0029124043218106874
48,0.2292384769539078,2050.266631698575,0.0028619990667721673
49,0.22963927855711422,2046.688192686971,0.0027867155008895056
50,0.23004008016032063,2043.1222231901736,0.002710562644680802
51,0.23044088176352706,2039.5686581441864,0.002588690346911068
52,0.23084168336673347,2036.027432936887,0.0023660755354363862
53,0.23124248496993988,2032.498483404108,0.002130035342061115
54,0.23164328657314628,2028.9817458257635,0.001834155722520392
55,0.2320440881763527,2025.477156922014,0.0015994064072156313
56,0.23244488977955913,2021.9846538494696,0.0013856129190321508
57,0.23284569138276554,2018.5041741974353,0.0012394295179981266
58,0.23324649298597194,2015.0356559841912,0.001151954754639977
59,0.23364729458917835,2011.579037653315,0.0011047099868965024
60,0.23404809619238476,2008.1342580700402,0.0011192773990564534
61,0.2344488977955912,2004.701256517651,0.00112695706231973
62,0.2348496993987976,2001.2799726939159,0.0011395176973299059
63,0.235250501002004,1997.870346707556,0.0010742305955328223
64,0.23565130260521042,1994.4723190747513,0.0009559894627808966
65,0.23605210420841682,1991.0858307156805,0.0007989048887862328
66,0.23645290581162323,1987.7108229510977,0.0006387134451287578
67,0.23685370741482964,1984.3472374989426,0.0005202698379896626
68,0.23725450901803607,1980.9950164709858,0.0004300704121855872
69,0.23765531062124248,1977.6541023695083,0.0003925735664578063
70,0.2380561122244489,1974.3244380840138,0.00038478758147576786
71,0.2384569138276553,1971.005966887974,0.00041399156090005985
72,0.2388577154308617,1967.6986324356071,0.00045236517135563827
73,0.23925851703406814,1964.40237875869,0.0004774613279551276
74,0.23965931863727455,1961.1171502634,0.00045782461544656856
75,0.24006012024048096,1957.8428917271892,0.00038994824877855135
76,0.24046092184368736,1954.5795482956914,0.0003082224892649123
77,0.24086172344689377,1951.3270654796574,0.00023641398751294838
78,0.2412625250501002,1948.0853891519228,0.00019402398431046236
79,0.24166332665330661,1944.8544655444066,0.00018024844606097552
80,0.24206412825651302,1941.6342412451363,0.000198865747246079
81,0.24246492985971943,1938.4246631953054,0.00024236975328625652
82,0.24286573146292584,1935.2256786863604,0.0003183090425826362
83,0.24326653306613227,1932.0372353571133,0.0003904846410905782
84,0.24366733466933868,1928.8592811908875,0.00043943024864702456
85,0.2440681362725451,1925.6917645126857,0.0004336875000146954
86,0.2444689378757515,1922.5346339863925,0.0003910809262566736
87,0.2448697394789579,1919.3878386119977,0.00035483078874732433
88,0.24527054108216434,1916.2513277228531,0.0003333682450015959
89,0.24567134268537075,1913.1250509829513,0.0003636439357160911
90,0.24607214428857715,1910.0089583842332,0.000436806302457335
91,0.24647294589178356,1906.9030002439224,0.0005948213822104849
92,0.24687374749498997,1903.8071272018833,0.0008068536150787504
93,0.2472745490981964,1900.7212902180079,0.0010390577023940202
94,0.24767535070140279,1897.6454405696256,0.0012074475229970748
